OldQuestionId,new_question_id,SubjectsNames,CorrectAnswer
681,744,"Maths, Geometry and Measure, Perimeter and Area, Compound Area",3
378,745,"Maths, Geometry and Measure, Length Scale Factors in Similar Shapes, Similarity and Congruency",1
43,746,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor",2
320,747,"Maths, Geometry and Measure, Angles, Measuring Angles",2
853,748,"Maths, Geometry and Measure, Area of Simple Shapes, Perimeter, Perimeter and Area",3
107,749,"Maths, Number, Fractions, Multiplying Fractions",2
586,750,"Maths, Geometry and Measure, Construction, Loci and Scale Drawing, Construct Triangle",1
41,751,"Maths, Geometry and Measure, Area of Simple Shapes, Perimeter and Area",3
925,752,"Maths, Number, Fractions, Dividing Fractions",2
442,753,"Maths, Number, Fractions, Multiplying Fractions",1
450,754,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",4
779,755,"Maths, Geometry and Measure, Angles, Basic Angle Facts (straight line, opposite, around a point, etc)",1
390,756,"Maths, Geometry and Measure, Reflection, Transformations",3
797,757,"Maths, Number, Fractions, Adding and Subtracting Fractions",1
705,758,"Maths, Geometry and Measure, Area of Simple Shapes, Perimeter and Area",1
649,759,"Maths, Number, Fractions, Converting Mixed Number and Improper Fractions",3
430,760,"Maths, Geometry and Measure, Area of Simple Shapes, Perimeter and Area",1
229,761,"Maths, Geometry and Measure, Symmetry, Line Symmetry",1
454,762,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",1
723,763,"Maths, Geometry and Measure, Area of Simple Shapes, Perimeter and Area",2
590,764,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",2
418,765,"Maths, Number, Factors, Multiples and Primes, Multiples and Lowest Common Multiple",1
181,766,"Maths, Geometry and Measure, Rotation, Transformations",3
666,767,"Maths, Number, Fractions, Multiplying Fractions",1
861,768,"Maths, Geometry and Measure, Volume and Surface Area, Volume of Prisms",2
377,769,"Maths, Number, Negative Numbers, Adding and Subtracting Negative Numbers",2
220,770,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",4
23,771,"Maths, Geometry and Measure, Perimeter and Area, Compound Area",3
561,772,"Maths, Geometry and Measure, Translation and Vectors, Transformations",3
944,773,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",4
857,774,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",1
141,775,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",2
720,776,"Maths, Geometry and Measure, Perimeter, Perimeter and Area",4
693,777,"Maths, Number, Fractions, Adding and Subtracting Fractions",2
478,778,"Maths, Geometry and Measure, Volume and Surface Area, Volume of Prisms",1
100,779,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",1
121,780,"Maths, Number, Fractions, Dividing Fractions",4
918,781,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",2
102,782,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor",2
173,783,"Maths, Number, Fractions, Fractions of an Amount",4
479,784,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor",1
780,785,"Maths, Geometry and Measure, Angles, Angle Facts with Parallel Lines",3
189,786,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",2
443,787,"Maths, Number, Fractions, Dividing Fractions",3
240,788,"Maths, Number, Fractions, Adding and Subtracting Fractions",2
516,789,"Maths, Number, Indices, Powers and Roots, Squares, Cubes, etc",1
869,790,"Maths, Geometry and Measure, Area of Simple Shapes, Perimeter and Area",2
99,791,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",2
395,792,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",1
504,793,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",4
225,794,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor",1
692,795,"Maths, Number, Fractions, Dividing Fractions",2
936,796,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor, Multiples and Lowest Common Multiple",4
245,797,"Maths, Geometry and Measure, Similarity and Congruency, Length, Area and Volume Scale Factors",4
322,798,"Maths, Number, Fractions, Multiplying Fractions",4
356,799,"Maths, Number, Factors, Multiples and Primes, Multiples and Lowest Common Multiple",3
21,800,"Maths, Number, Fractions, Fractions of an Amount",2
447,801,"Maths, Number, Factors, Multiples and Primes, Multiples and Lowest Common Multiple",3
580,802,"Maths, Number, Fractions, Ordering Fractions",3
578,803,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor",2
96,804,"Maths, Number, Fractions, Converting Mixed Number and Improper Fractions",1
347,805,"Maths, Number, Fractions, Dividing Fractions",2
531,806,"Maths, Number, Fractions, Fractions of an Amount",2
188,807,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",3
892,808,"Maths, Number, Fractions, Multiplying Fractions",1
512,809,"Maths, Number, Fractions, Fractions of an Amount",1
7,810,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",2
381,811,"Maths, Number, Fractions, Dividing Fractions",3
765,812,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",1
42,813,"Maths, Number, Fractions, Dividing Fractions",2
883,814,"Maths, Number, Fractions, Dividing Fractions",2
115,815,"Maths, Number, Fractions, Multiplying Fractions",2
269,816,"Maths, Number, Fractions, Dividing Fractions",1
149,817,"Maths, Number, Fractions, Multiplying Fractions",3
28,818,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor",1
128,819,"Maths, Number, Fractions, Multiplying Fractions",1
258,820,"Maths, Geometry and Measure, Enlargement, Transformations",2
613,821,"Maths, Number, Indices, Powers and Roots, Squares, Cubes, etc",3
937,822,"Maths, Number, Decimals, Multiplying and Dividing with Decimals",4
223,823,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",4
886,824,"Maths, Number, Fractions, Dividing Fractions",4
807,825,"Maths, Number, Fractions, Fractions of an Amount",4
763,826,"Maths, Number, Fractions, Multiplying Fractions",3
340,827,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",2
254,828,"Maths, Number, Factors, Multiples and Primes, Multiples and Lowest Common Multiple",1
408,829,"Maths, Number, Fractions, Adding and Subtracting Fractions",4
98,830,"Maths, Number, Factors, Multiples and Primes, Multiples and Lowest Common Multiple",2
521,831,"Maths, Number, Fractions, Adding and Subtracting Fractions",3
296,832,"Maths, Number, Fractions, Dividing Fractions",2
917,833,"Maths, Geometry and Measure, Reflection, Transformations",2
257,834,"Maths, Number, Basic Arithmetic, Place Value",1
663,835,"Maths, Number, Fractions, Dividing Fractions",2
127,836,"Maths, Number, Fractions, Fractions of an Amount",2
864,837,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor",3
458,838,"Maths, Number, Indices, Powers and Roots, Squares, Cubes, etc",3
81,839,"Maths, Number, Fractions, Adding and Subtracting Fractions",1
888,840,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor",3
568,841,"Maths, Number, Fractions, Fractions of an Amount",2
524,842,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",1
407,843,"Maths, Number, Fractions, Multiplying Fractions",1
60,844,"Maths, Number, Indices, Powers and Roots, Squares, Cubes, etc",3
68,845,"Maths, Number, Indices, Powers and Roots, Squares, Cubes, etc",3
796,846,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",3
401,847,"Maths, Number, Fractions, Adding and Subtracting Fractions",2
180,848,"Maths, Number, Fractions, Multiplying Fractions",4
899,849,"Maths, Number, Fractions, Fractions of an Amount",4
708,850,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",2
827,851,"Maths, Geometry and Measure, Reflection, Transformations",2
114,852,"Maths, Number, Fractions, Multiplying Fractions",3
793,853,"Maths, Number, Fractions, Dividing Fractions",2
366,854,"Maths, Number, Factors, Multiples and Primes, Multiples and Lowest Common Multiple",2
131,855,"Maths, Number, Fractions, Adding and Subtracting Fractions",1
632,856,"Maths, Number, Fractions, Fractions of an Amount",3
336,857,"Maths, Number, Fractions, Dividing Fractions",4
739,858,"Maths, Number, Factors, Multiples and Primes, Multiples and Lowest Common Multiple",2
399,859,"Maths, Number, Factors, Multiples and Primes, Multiples and Lowest Common Multiple",2
893,860,"Maths, Number, Fractions, Fractions of an Amount",3
702,861,"Maths, Number, Fractions, Dividing Fractions",4
329,862,"Maths, Number, Fractions, Dividing Fractions",4
73,863,"Maths, Number, Fractions, Dividing Fractions",3
444,864,"Maths, Number, Indices, Powers and Roots, Squares, Cubes, etc",4
633,865,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor",2
382,866,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",4
557,867,"Maths, Number, Fractions, Dividing Fractions",3
648,868,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",3
752,869,"Maths, Number, Decimals, Multiplying and Dividing with Decimals",3
821,870,"Maths, Number, Indices, Powers and Roots, Squares, Cubes, etc",1
558,871,"Maths, Number, Factors, Multiples and Primes, Factors and Highest Common Factor",2
842,872,"Maths, Number, Fractions, Dividing Fractions",4
253,873,"Maths, Number, Fractions, Adding and Subtracting Fractions",2
58,874,"Maths, Number, Fractions, Fractions of an Amount",1
208,875,"Maths, Number, Fractions, Fractions of an Amount",3
698,876,"Maths, Number, Fractions, Dividing Fractions",2
773,877,"Maths, Number, Factors, Multiples and Primes, Multiples and Lowest Common Multiple",3
694,878,"Maths, Number, Factors, Multiples and Primes, Prime Numbers and Prime Factors",3
812,879,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",4
144,880,"Maths, Number, Fractions, Fractions of an Amount",3
374,881,"Maths, Number, Fractions, Equivalent Fractions",2
179,882,"Maths, Number, Fractions, Multiplying Fractions",2
775,883,"Maths, Number, Fractions, Multiplying Fractions",1
538,884,"Maths, Number, Fractions, Multiplying Fractions",1
854,885,"Maths, Number, Fractions, Dividing Fractions",2
136,886,"Maths, Number, Fractions, Multiplying Fractions",4
940,887,"Maths, Number, Fractions, Dividing Fractions",1
942,888,"Maths, Number, Fractions, Multiplying Fractions",3
728,889,"Maths, Number, Indices, Powers and Roots, Squares, Cubes, etc",2
909,890,"Maths, Number, Fractions, Fractions of an Amount",4
946,891,"Maths, Number, Fractions, Adding and Subtracting Fractions",2
419,892,"Maths, Number, Fractions, Dividing Fractions",2
562,893,"Maths, Number, Fractions, Multiplying Fractions",3
724,894,"Maths, Number, Fractions, Dividing Fractions",3
109,895,"Maths, Number, Fractions, Adding and Subtracting Fractions",1
651,896,"Maths, Number, Fractions, Fractions of an Amount",2
270,897,"Maths, Number, Fractions, Dividing Fractions",4
703,898,"Maths, Number, Fractions, Decimals and Percentage Equivalence, Converting between Fractions and Decimals",4
699,899,"Maths, Number, Fractions, Equivalent Fractions",1
